Gene	GDI	GDI-Phred	Gene damage prediction (all disease-causing genes)
NXN	183.88473	2.94331	Medium
TKT	183.88986	2.94375	Medium
ABHD14A-ACY1	183.99327	2.94419	Medium
SEPT12	184.01864	2.94463	Medium
HIC2	184.09017	2.94506	Medium
CLDN2	184.13575	2.94550	Medium
EPHB2	184.17467	2.94594	Medium
IQCD	184.29693	2.94638	Medium
USP32	184.4083	2.94681	Medium
ZNF493	184.42675	2.94725	Medium
XPO4	184.44583	2.94769	Medium
PTGIS	184.44683	2.94813	Medium
PLXNA1	184.48733	2.94857	Medium
LRRC52	184.69213	2.94900	Medium
ATP4B	184.69806	2.94944	Medium
RBAK	184.71939	2.94988	Medium
SLC12A5	184.74467	2.95032	Medium
PTPRE	184.75202	2.95076	Medium
LENG1	184.87622	2.95119	Medium
RABEP1	184.90445	2.95163	Medium
GRPEL1	184.97165	2.95207	Medium
AGPAT9	184.99779	2.95251	Medium
TNFRSF18	185.06659	2.95295	Medium
ARHGAP22	185.07105	2.95338	Medium
SPANXN2	185.07288	2.95382	Medium
GNB3	185.15549	2.95426	Medium
NCBP2L	185.15733	2.95470	Medium
DDX19B	185.18047	2.95514	Medium
AUNIP	185.19192	2.95558	Medium
CPA2	185.19923	2.95602	Medium
DAB1	185.20293	2.95645	Medium
NDNF	185.31511	2.95689	Medium
BACH1	185.3439	2.95733	Medium
OR13C4	185.52923	2.95777	Medium
LDHC	185.56342	2.95821	Medium
HMX3	185.69332	2.95865	Medium
TBC1D5	185.71366	2.95909	Medium
BTNL9	185.79362	2.95953	Medium
MAGEA4	185.86048	2.95996	Medium
ARMC2	185.89713	2.96040	Medium
UGT1A1	185.91297	2.96084	Medium
BRD4	185.92351	2.96128	Medium
SEMA5A	185.92785	2.96172	Medium
TBC1D9	185.96228	2.96216	Medium
CHRDL2	186.00922	2.96260	Medium
CD4	186.18673	2.96304	Medium
ZNF479	186.19449	2.96348	Medium
LDLRAP1	186.26228	2.96392	Medium
OR9Q1	186.32302	2.96436	Medium
TOR4A	186.39911	2.96480	Medium
IZUMO3	186.4911	2.96524	Medium
TTK	186.49212	2.96567	Medium
C3orf83	186.55754	2.96611	Medium
ZNF506	186.62415	2.96655	Medium
TMEM108	186.62645	2.96699	Medium
TSPAN19	186.72424	2.96743	Medium
RAD52	186.7787	2.96787	Medium
AL050302.1	186.96413	2.96831	Medium
PCDHA2	187.00457	2.96875	Medium
SLC2A13	187.0857	2.96919	Medium
TSACC	187.16732	2.96963	Medium
EIF4B	187.16747	2.97007	Medium
NTN5	187.17976	2.97051	Medium
TTI2	187.20112	2.97095	Medium
DDX52	187.23376	2.97139	Medium
PITPNM1	187.24709	2.97183	Medium
AVIL	187.26695	2.97227	Medium
CYLC2	187.28235	2.97271	Medium
RC3H2	187.34179	2.97315	Medium
MMP2	187.45648	2.97359	Medium
LBH	187.45852	2.97403	Medium
BDH2	187.57451	2.97448	Medium
SLC1A3	187.70695	2.97492	Medium
SERPINB6	187.82392	2.97536	Medium
UBAP1	187.86755	2.97580	Medium
SLC7A8	187.90324	2.97624	Medium
AC009041.2	187.92313	2.97668	Medium
CAMSAP2	187.99711	2.97712	Medium
RP11-861L17.3	188.04024	2.97756	Medium
PNKD	188.08639	2.97800	Medium
ABCA3	188.10316	2.97844	Medium
MVB12A	188.19304	2.97888	Medium
GPBP1L1	188.2901	2.97932	Medium
TMEM37	188.30744	2.97976	Medium
NTSR2	188.32662	2.98021	Medium
SND1	188.34653	2.98065	Medium
CYB5R4	188.34982	2.98109	Medium
CALHM2	188.38838	2.98153	Medium
REEP4	188.41583	2.98197	Medium
HAS3	188.46987	2.98241	Medium
FAM13C	188.80308	2.98285	Medium
MBOAT2	188.80659	2.98329	Medium
FMNL3	188.83904	2.98373	Medium
ZBTB46	188.86698	2.98418	Medium
ANKRD37	188.93239	2.98462	Medium
ZNF444	188.97511	2.98506	Medium
PRSS21	189.03039	2.98550	Medium
UPK3A	189.17114	2.98594	Medium
C19orf83	189.23468	2.98638	Medium
LURAP1	189.23811	2.98683	Medium
LRRC72	189.25967	2.98727	Medium
CASD1	189.4322	2.98771	Medium
XXYLT1	189.50997	2.98815	Medium
ASPH	189.544	2.98859	Medium
DUSP28	189.5586	2.98903	Medium
ASCL4	189.79328	2.98948	Medium
PPP1R21	189.88472	2.98992	Medium
C2CD4A	189.88579	2.99036	Medium
ZNF266	190.00181	2.99080	Medium
ALKBH7	190.02248	2.99125	Medium
RNASE11	190.02401	2.99169	Medium
GPA33	190.04131	2.99213	Medium
GINM1	190.0777	2.99257	Medium
PPP6R1	190.13458	2.99301	Medium
ARHGAP20	190.16897	2.99346	Medium
LUC7L2	190.27817	2.99390	Medium
AFF1	190.31308	2.99434	Medium
KLHL6	190.44155	2.99478	Medium
ATP5J	190.58917	2.99523	Medium
STXBP4	190.65241	2.99567	Medium
KIF9	190.70306	2.99611	Medium
OR6T1	190.9138	2.99655	Medium
HNRNPLL	190.96145	2.99700	Medium
LCE1B	190.98116	2.99744	Medium
C14orf177	191.00077	2.99788	Medium
FMNL2	191.04411	2.99833	Medium
TRMT11	191.19772	2.99877	Medium
VWCE	191.21648	2.99921	Medium
ARHGEF25	191.33923	2.99965	Medium
BCL2L13	191.37406	3.00010	Medium
JTB	191.44507	3.00054	Medium
ADAMTSL5	191.46176	3.00098	Medium
LYVE1	191.53212	3.00143	Medium
GJC3	191.62609	3.00187	Medium
SCYL1	191.64065	3.00231	Medium
MYOG	191.78546	3.00276	Medium
TANC2	191.80298	3.00320	Medium
ACRV1	191.81686	3.00364	Medium
PLGRKT	191.96386	3.00409	Medium
TRMT2A	192.14774	3.00453	Medium
RPN1	192.21644	3.00497	Medium
ZNF652	192.25722	3.00542	Medium
MID2	192.2938	3.00586	Medium
STOM	192.29982	3.00630	Medium
MTMR9	192.38541	3.00675	Medium
OS9	192.39758	3.00719	Medium
UBA5	192.45042	3.00764	Medium
C17orf103	192.47176	3.00808	Medium
NPBWR2	192.47244	3.00852	Medium
STXBP3	192.48552	3.00897	Medium
PLEKHA6	192.56504	3.00941	Medium
SLC6A2	192.60631	3.00986	Medium
OR2A1	192.91253	3.01030	Medium
SMIM3	192.92181	3.01074	Medium
PLTP	193.00501	3.01119	Medium
MRPL48	193.07651	3.01163	Medium
UBOX5	193.14886	3.01208	Medium
TAC4	193.20212	3.01252	Medium
ZC3H6	193.22334	3.01297	Medium
METTL16	193.2261	3.01341	Medium
PLSCR5	193.23628	3.01385	Medium
CNTNAP2	193.23796	3.01430	Medium
UTS2B	193.24464	3.01474	Medium
PLEK2	193.25839	3.01519	Medium
NAT8	193.28372	3.01563	Medium
PISD	193.29214	3.01608	Medium
LHX1	193.33354	3.01652	Medium
E2F7	193.44742	3.01697	Medium
ZNF223	193.47379	3.01741	Medium
FCN3	193.54891	3.01786	Medium
CDC42EP1	193.55365	3.01830	Medium
C9orf117	193.57363	3.01875	Medium
TCF24	193.60685	3.01919	Medium
USP49	193.6102	3.01964	Medium
POLD3	193.7509	3.02008	Medium
DGCR6	193.8624	3.02053	Medium
LRRC37A3	193.95095	3.02097	Medium
M1AP	194.07805	3.02142	Medium
F7	194.25954	3.02186	Medium
EDEM1	194.45921	3.02231	Medium
GCOM1	194.4878	3.02275	Medium
CADPS2	194.52292	3.02320	Medium
ACOX1	194.54546	3.02364	Medium
CDNF	194.57877	3.02409	Medium
KIAA1143	194.68726	3.02453	Medium
U82695.9	194.69623	3.02498	Medium
ZNF793	194.69717	3.02543	Medium
MC4R	194.7764	3.02587	Medium
TEAD4	194.89922	3.02632	Medium
MAGIX	194.95324	3.02676	Medium
C18orf54	195.00781	3.02721	Medium
SH3BP5	195.08335	3.02765	Medium
UTP3	195.12242	3.02810	Medium
SETD4	195.14433	3.02855	Medium
DLK2	195.83844	3.02899	Medium
INPP4A	195.99604	3.02944	Medium
ABCG4	196.06202	3.02988	Medium
RRP1B	196.09453	3.03033	Medium
TSHZ3	196.3495	3.03078	Medium
HGF	196.39487	3.03122	Medium
SSH1	196.47062	3.03167	Medium
BAI3	196.58987	3.03212	Medium
TMEM133	196.60872	3.03256	Medium
ZBTB32	196.73896	3.03301	Medium
PHKA2	196.81218	3.03346	Medium
NANOS3	196.82667	3.03390	Medium
IGFL1	196.91241	3.03435	Medium
OR8K3	196.92571	3.03479	Medium
SUSD5	196.93645	3.03524	Medium
ZNF491	196.96831	3.03569	Medium
SULT2B1	197.22278	3.03613	Medium
F11	197.33532	3.03658	Medium
PSIP1	197.3359	3.03703	Medium
ZNF98	197.36335	3.03748	Medium
FBLIM1	197.45136	3.03792	Medium
DNMT3B	197.4701	3.03837	Medium
AKR1B15	197.55124	3.03882	Medium
ZNF567	197.67313	3.03926	Medium
ZNF548	197.7028	3.03971	Medium
TNFRSF10C	197.77014	3.04016	Medium
FBXO47	197.8752	3.04060	Medium
IL22RA2	197.91924	3.04105	Medium
PRAME	198.16197	3.04150	Medium
PTPN2	198.1961	3.04195	Medium
ZNF80	198.21452	3.04239	Medium
ZNF620	198.29097	3.04284	Medium
RP11-17M16.1	198.36295	3.04329	Medium
ADSL	198.40828	3.04374	Medium
KCNS1	198.42651	3.04418	Medium
NF1	198.4465	3.04463	Medium
RCL1	198.5706	3.04508	Medium
KIFC2	198.59296	3.04553	Medium
TSSK1B	198.63428	3.04597	Medium
KIF2A	198.77592	3.04642	Medium
MYH10	198.82672	3.04687	Medium
TTC4	198.85344	3.04732	Medium
DCPS	198.96137	3.04821	Medium
PGK2	198.96137	3.04777	Medium
LAG3	199.00051	3.04866	Medium
SERPINF1	199.0381	3.04911	Medium
PRKD2	199.04525	3.04956	Medium
SLC36A4	199.13086	3.05001	Medium
OSBP2	199.19663	3.05045	Medium
ZNF551	199.33421	3.05090	Medium
MGAT4C	199.35087	3.05135	Medium
PADI2	199.41631	3.05180	Medium
GEMIN8	199.52361	3.05225	Medium
ANAPC1	199.72138	3.05270	Medium
PLA2G2D	199.72449	3.05315	Medium
RNF215	199.73835	3.05359	Medium
RAD54B	199.85362	3.05404	Medium
GUCY1A3	199.89032	3.05449	Medium
IDH3G	199.97272	3.05494	Medium
KCNQ5	200.0252	3.05539	Medium
ROPN1B	200.09979	3.05584	Medium
SMYD2	200.10993	3.05629	Medium
DLGAP3	200.13226	3.05673	Medium
ANTXR2	200.14281	3.05718	Medium
C1orf56	200.14551	3.05763	Medium
RHOF	200.17138	3.05808	Medium
MRGPRX1	200.35311	3.05853	Medium
ZSCAN18	200.36746	3.05898	Medium
NCOA2	200.44329	3.05943	Medium
HAT1	200.4494	3.05988	Medium
RNF113B	200.46799	3.06033	Medium
SFTPB	200.48489	3.06078	Medium
NPHP1	200.55285	3.06123	Medium
MMEL1	200.55931	3.06168	Medium
ZNF143	200.58018	3.06212	Medium
USP39	200.68092	3.06257	Medium
C11orf1	200.68134	3.06302	Medium
LRRC19	200.76015	3.06347	Medium
TRIP10	200.76668	3.06392	Medium
SLC31A1	201.08896	3.06437	Medium
TUB	201.17736	3.06482	Medium
AC112693.2	201.22692	3.06527	Medium
ARHGAP33	201.41522	3.06572	Medium
FBRS	201.82278	3.06617	Medium
PDCD2	201.83282	3.06662	Medium
TRO	202.0068	3.06707	Medium
LTBR	202.08421	3.06752	Medium
ESYT1	202.12335	3.06797	Medium
HCFC2	202.17732	3.06842	Medium
CYSLTR2	202.35008	3.06887	Medium
DHRS4-AS1	202.38423	3.06932	Medium
FAM172A	202.3911	3.06977	Medium
C3orf79	202.41314	3.07022	Medium
RBM24	202.43727	3.07067	Medium
ARHGAP39	202.55456	3.07112	Medium
SALL1	202.60205	3.07157	Medium
SLC9A8	202.63697	3.07202	Medium
PLEKHO1	202.67074	3.07247	Medium
CHID1	202.72224	3.07292	Medium
FURIN	202.72489	3.07338	Medium
ATP13A2	202.72703	3.07383	Medium
FABP9	202.77881	3.07428	Medium
VPS9D1	202.7909	3.07473	Medium
ATP2B4	202.8817	3.07518	Medium
TTC39B	202.92373	3.07563	Medium
WNT9B	202.94359	3.07608	Medium
SEPT10	203.08148	3.07653	Medium
RNASET2	203.22207	3.07698	Medium
LRTM1	203.32786	3.07743	Medium
CDRT15	203.35726	3.07788	Medium
PEX12	203.40006	3.07833	Medium
PRICKLE4	203.54887	3.07879	Medium
TDRKH	203.55434	3.07924	Medium
FAM84B	203.68357	3.07969	Medium
ASPHD2	203.6924	3.08014	Medium
RFX4	203.71163	3.08059	Medium
SUPT20H	203.81306	3.08104	Medium
NPIPB11	203.86765	3.08149	Medium
CD2	203.87998	3.08195	Medium
FKBP2	203.88388	3.08240	Medium
BHMT2	203.91543	3.08285	Medium
CSF1	204.01063	3.08330	Medium
ACOT9	204.02566	3.08375	Medium
STX3	204.05234	3.08420	Medium
RNF103	204.06871	3.08465	Medium
ADRA2A	204.06999	3.08511	Medium
UFD1L	204.07455	3.08556	Medium
C4BPA	204.17258	3.08601	Medium
C2	204.24581	3.08646	Medium
FSCN2	204.25837	3.08691	Medium
TMOD4	204.26159	3.08737	Medium
TBX22	204.29784	3.08782	Medium
CCM2L	204.38511	3.08827	Medium
SCNN1B	204.40277	3.08872	Medium
AUP1	204.40645	3.08918	Medium
PIP5K1B	204.50096	3.08963	Medium
HYI	204.51807	3.09008	Medium
SLC47A1	204.75709	3.09053	Medium
C9orf139	204.76077	3.09098	Medium
C19orf69	204.81701	3.09144	Medium
CLASP1	204.91732	3.09189	Medium
MLYCD	204.97186	3.09234	Medium
ZBTB11	204.98506	3.09279	Medium
CHD4	204.99058	3.09325	Medium
RASA3	205.03169	3.09370	Medium
KLF16	205.09035	3.09415	Medium
PAK1IP1	205.11068	3.09461	Medium
STAT5A	205.21053	3.09506	Medium
SYNE4	205.51487	3.09551	Medium
SPATA9	205.60965	3.09596	Medium
ANTXR1	205.61691	3.09642	Medium
ZMYM6NB	205.6394	3.09687	Medium
CST9L	205.64404	3.09732	Medium
SLCO4C1	205.66106	3.09778	Medium
MAGEE1	205.68788	3.09823	Medium
CYP2S1	205.7081	3.09868	Medium
OVCH1-AS1	205.72001	3.09914	Medium
PDSS1	205.7419	3.09959	Medium
SLC39A10	205.76744	3.10004	Medium
THOP1	205.78205	3.10050	Medium
CENPB	205.82219	3.10095	Medium
RP11-322E11.6	205.86324	3.10140	Medium
HOPX	205.91743	3.10186	Medium
AC093802.1	205.94579	3.10231	Medium
IFIT3	205.99955	3.10276	Medium
MEF2BNB	206.36721	3.10322	Medium
GFI1	206.38015	3.10367	Medium
RAD18	206.45514	3.10413	Medium
GFI1B	206.46454	3.10458	Medium
GRHPR	206.49934	3.10503	Medium
ZDHHC11	206.54905	3.10549	Medium
GALNT3	206.5604	3.10594	Medium
FAM111A	206.63586	3.10639	Medium
HPGDS	206.65965	3.10685	Medium
CCDC132	206.70054	3.10730	Medium
CCT5	206.73609	3.10776	Medium
POFUT2	206.7967	3.10821	Medium
MRE11A	206.95821	3.10867	Medium
MED13L	206.98599	3.10912	Medium
BCORL1	206.9996	3.10957	Medium
LAX1	207.06876	3.11003	Medium
SMUG1	207.22835	3.11048	Medium
RANBP3	207.36577	3.11094	Medium
ETV4	207.59681	3.11139	Medium
ZADH2	207.63638	3.11185	Medium
TTC23	207.68512	3.11230	Medium
CYTL1	207.71809	3.11276	Medium
ENDOU	207.83067	3.11321	Medium
FRMPD3	207.91833	3.11367	Medium
SERPINB1	207.99059	3.11412	Medium
DAG1	208.10701	3.11458	Medium
MYB	208.30192	3.11503	Medium
PTGDR	208.36817	3.11549	Medium
MIER3	208.40438	3.11594	Medium
NCAPH	208.65384	3.11640	Medium
C2orf40	208.65902	3.11685	Medium
SNX29	208.69672	3.11731	Medium
AZU1	208.74623	3.11776	Medium
TMEM257	208.78521	3.11822	Medium
HOXC13	208.85373	3.11867	Medium
PPP6R3	208.85481	3.11913	Medium
MDH2	208.93323	3.11958	Medium
TMEM104	208.94278	3.12004	Medium
RALGAPB	208.99718	3.12049	Medium
TMEM256	209.04527	3.12095	Medium
TSPAN15	209.06557	3.12140	Medium
MYO1F	209.12294	3.12186	Medium
KRTAP10-8	209.1789	3.12232	Medium
SMIM8	209.20305	3.12277	Medium
PAX3	209.24476	3.12323	Medium
DHRS3	209.35526	3.12368	Medium
TMEM72	209.36147	3.12414	Medium
IMPG2	209.43193	3.12459	Medium
ZDHHC13	209.52636	3.12505	Medium
DMTN	209.65906	3.12551	Medium
DYDC2	209.76007	3.12596	Medium
CRYBB2	209.78315	3.12642	Medium
ABHD12	209.86971	3.12687	Medium
SLC12A7	209.87901	3.12733	Medium
MTNR1A	210.0956	3.12779	Medium
CRYGN	210.15598	3.12824	Medium
NGDN	210.22103	3.12870	Medium
PM20D2	210.24582	3.12916	Medium
WNT6	210.26195	3.12961	Medium
AFF3	210.2759	3.13007	Medium
TESK2	210.43775	3.13053	Medium
OR52B6	210.58907	3.13098	Medium
JAK2	210.76885	3.13144	Medium
HGD	210.818	3.13190	Medium
DYRK3	210.86296	3.13235	Medium
WFDC3	210.92275	3.13281	Medium
MAK	211.0774	3.13327	Medium
OR52A5	211.07936	3.13372	Medium
GTF3C6	211.15735	3.13418	Medium
QARS	211.23017	3.13464	Medium
KCNAB1	211.38456	3.13509	Medium
IGFBPL1	211.50895	3.13555	Medium
CD300C	211.51947	3.13601	Medium
POFUT1	211.56956	3.13647	Medium
PSEN2	211.70746	3.13692	Medium
TMCC3	211.70761	3.13738	Medium
ZDHHC7	211.71505	3.13784	Medium
ABR	211.79342	3.13829	Medium
GPR75	211.85738	3.13875	Medium
TRIM56	211.88733	3.13921	Medium
HLA-DOA	211.90493	3.13967	Medium
FNBP1	211.92001	3.14012	Medium
BAP1	211.96427	3.14058	Medium
NADK2	212.10983	3.14104	Medium
ADH4	212.21443	3.14150	Medium
NEU1	212.23656	3.14196	Medium
DPP9	212.24455	3.14241	Medium
TFEC	212.26623	3.14287	Medium
TMEM92	212.32555	3.14333	Medium
CAD	212.36557	3.14379	Medium
SYCP1	212.38101	3.14424	Medium
ADSSL1	212.40167	3.14470	Medium
SNAP29	212.40961	3.14516	Medium
CDC14B	212.51008	3.14562	Medium
OR4D11	212.53385	3.14608	Medium
TSPAN16	212.54112	3.14654	Medium
FAM134B	212.64281	3.14699	Medium
IGFLR1	212.66787	3.14745	Medium
IMPA2	212.72651	3.14791	Medium
LEKR1	212.7695	3.14837	Medium
PARD6B	212.81026	3.14883	Medium
EXT2	212.82777	3.14929	Medium
SPN	212.87886	3.14974	Medium
AIM2	212.89479	3.15020	Medium
KIT	213.06132	3.15066	Medium
WDFY3	213.17232	3.15112	Medium
DSCAM	213.32232	3.15158	Medium
FHL3	213.429	3.15204	Medium
TMPRSS13	213.45652	3.15250	Medium
MIP	213.46635	3.15296	Medium
TNIP3	213.53141	3.15341	Medium
G6PC3	213.57014	3.15387	Medium
LRTM2	213.67347	3.15433	Medium
CLIC5	213.77513	3.15479	Medium
RPA1	213.87685	3.15525	Medium
MEPE	213.8891	3.15571	Medium
CCDC87	213.95782	3.15617	Medium
SFSWAP	214.00747	3.15663	Medium
CEACAM8	214.00768	3.15709	Medium
NAE1	214.0129	3.15755	Medium
SLC25A12	214.0543	3.15801	Medium
TSPEAR	214.12285	3.15847	Medium
KLHL31	214.20925	3.15893	Medium
SPTLC3	214.55753	3.15939	Medium
ZC3H13	214.6182	3.15985	Medium
NEURL1B	214.68822	3.16031	Medium
HCN1	214.69878	3.16077	Medium
DNM1	214.81838	3.16122	Medium
PPP1R12B	214.85888	3.16168	Medium
NCMAP	214.87735	3.16214	Medium
PLSCR4	214.89583	3.16260	Medium
TMED3	214.90309	3.16306	Medium
SLC27A4	214.94586	3.16352	Medium
HPSE2	215.03157	3.16398	Medium
SEC24C	215.09351	3.16444	Medium
NANOS1	215.11184	3.16490	Medium
DVL2	215.16746	3.16537	Medium
BCL6B	215.21396	3.16583	Medium
ETNK1	215.24648	3.16629	Medium
CAMSAP1	215.35431	3.16675	Medium
DRD5	215.45171	3.16721	Medium
FAM180A	215.46862	3.16767	Medium
AP001631.10	215.50899	3.16813	Medium
SLC10A5	215.51394	3.16859	Medium
PTH2R	215.52876	3.16905	Medium
MBP	215.57722	3.16951	Medium
TNFRSF13C	215.61207	3.16997	Medium
MBOAT4	215.80004	3.17043	Medium
ST3GAL1	215.8106	3.17089	Medium
SLC25A46	215.81357	3.17135	Medium
SLC9A3	215.86732	3.17181	Medium
AC090673.2	215.87676	3.17227	Medium
CNTF	215.89598	3.17274	Medium
MAN1C1	215.96008	3.17320	Medium
FZD4	215.98465	3.17366	Medium
SLC16A10	216.00513	3.17412	Medium
TLR2	216.14444	3.17458	Medium
SORBS2	216.18397	3.17504	Medium
PRAMEF22	216.18972	3.17550	Medium
KIFC1	216.20809	3.17596	Medium
PIK3R2	216.25734	3.17643	Medium
CYTIP	216.25966	3.17689	Medium
NBPF11	216.28705	3.17735	Medium
C8orf12	216.30061	3.17781	Medium
AIRE	216.35286	3.17827	Medium
PRRT2	216.41438	3.17873	Medium
FAM229B	216.45119	3.17919	Medium
PON3	216.51685	3.17966	Medium
OGG1	216.52388	3.18012	Medium
PANX3	216.58313	3.18058	Medium
RSF1	216.63215	3.18104	Medium
TRAF5	216.64914	3.18150	Medium
UFL1	216.74364	3.18197	Medium
NKD2	216.7969	3.18243	Medium
AKR1C2	216.82023	3.18289	Medium
ZNHIT2	216.83102	3.18335	Medium
DUS1L	216.85677	3.18381	Medium
CCR10	216.88577	3.18428	Medium
SCUBE3	216.97195	3.18474	Medium
LYZL2	217.1399	3.18520	Medium
MRPS33	217.29715	3.18566	Medium
CUX1	217.29988	3.18613	Medium
DDX5	217.31003	3.18659	Medium
AKAP8	217.34993	3.18705	Medium
RP11-429E11.3	217.36353	3.18751	Medium
VPS18	217.40248	3.18798	Medium
TMEM194A	217.51051	3.18844	Medium
SLC25A52	217.56005	3.18890	Medium
LPAR3	217.583	3.18936	Medium
MBD6	217.67142	3.18983	Medium
RP5-850E9.3	217.68244	3.19029	Medium
PPP1R1B	217.77532	3.19075	Medium
KIR3DX1	217.91688	3.19122	Medium
OTUD7A	218.07197	3.19168	Medium
ADAMTS6	218.20018	3.19214	Medium
TNFRSF21	218.25934	3.19261	Medium
DUSP1	218.27707	3.19307	Medium
MYH2	218.35437	3.19353	Medium
RFC1	218.37005	3.19399	Medium
MTERFD3	218.3745	3.19446	Medium
IL2RB	218.42248	3.19492	Medium
GBF1	218.46616	3.19539	Medium
HEY2	218.50627	3.19585	Medium
PABPN1L	218.57109	3.19631	Medium
ZNF556	218.62819	3.19678	Medium
DEFB116	218.77062	3.19724	Medium
GPRC5C	218.77947	3.19770	Medium
DLST	218.89249	3.19817	Medium
ZNF276	218.97245	3.19863	Medium
TNFAIP2	219.01829	3.19909	Medium
ARHGAP11A	219.03859	3.19956	Medium
SOBP	219.08822	3.20002	Medium
TMEM105	219.12705	3.20049	Medium
USP17L10	219.17205	3.20095	Medium
FOXP2	219.19563	3.20141	Medium
DDX41	219.21549	3.20188	Medium
ADRM1	219.24477	3.20234	Medium
TBCE	219.3093	3.20281	Medium
ITGAD	219.3346	3.20327	Medium
NHLRC3	219.33709	3.20374	Medium
MBTPS1	219.33799	3.20420	Medium
FAM25A	219.44164	3.20466	Medium
PROKR1	219.45642	3.20513	Medium
SLC25A22	219.59154	3.20559	Medium
ANKRD28	219.64528	3.20606	Medium
HS6ST1	219.6517	3.20652	Medium
ZNF257	219.75935	3.20699	Medium
C22orf23	219.82409	3.20745	Medium
AC003002.4	219.88619	3.20792	Medium
GRM5	220.27519	3.20838	Medium
PDLIM5	220.34888	3.20885	Medium
PDE3B	220.4717	3.20931	Medium
PLEKHJ1	220.49058	3.20978	Medium
PLCB1	220.50497	3.21024	Medium
LPXN	220.53951	3.21071	Medium
SERPINE3	220.54536	3.21117	Medium
KCNS3	220.59919	3.21164	Medium
LMBR1	220.61793	3.21210	Medium
ARSF	220.71762	3.21257	Medium
FAM193B	220.7484	3.21303	Medium
PSTPIP1	220.82961	3.21350	Medium
RELT	220.84228	3.21396	Medium
VSIG8	220.85006	3.21443	Medium
SPDYE4	220.96196	3.21489	Medium
ZNF703	220.97413	3.21536	Medium
FDXACB1	221.00441	3.21582	Medium
ZBTB48	221.08691	3.21629	Medium
PEX2	221.16802	3.21676	Medium
MGAT4B	221.21859	3.21722	Medium
ZNF639	221.2714	3.21769	Medium
GALR3	221.3043	3.21815	Medium
AURKAIP1	221.34313	3.21862	Medium
SEC63	221.36898	3.21909	Medium
HLA-DQB2	221.62626	3.21955	Medium
DNAJB9	221.86399	3.22002	Medium
ME1	221.88912	3.22048	Medium
ULBP1	221.99287	3.22095	Medium
TXNDC9	221.99485	3.22142	Medium
TRRAP	221.99559	3.22188	Medium
GLOD5	222.01723	3.22235	Medium
RGS9	222.08715	3.22281	Medium
CAPG	222.11671	3.22328	Medium
PI4KA	222.15357	3.22375	Medium
CIC	222.23333	3.22421	Medium
TFCP2L1	222.44013	3.22468	Medium
CRISP2	222.54753	3.22515	Medium
NIPSNAP3A	222.55123	3.22561	Medium
AL590483.1	222.62783	3.22608	Medium
ZCCHC2	222.69353	3.22655	Medium
ALDH1L2	222.73913	3.22701	Medium
RBM6	222.7519	3.22748	Medium
NHLRC4	222.85262	3.22795	Medium
GPR114	222.91012	3.22841	Medium
ARHGAP10	222.91944	3.22888	Medium
ZNF780A	223.07016	3.22935	Medium
ZNF597	223.11294	3.22982	Medium
TAF3	223.31196	3.23028	Medium
ATP6AP1	223.33901	3.23075	Medium
OR2L8	223.42356	3.23122	Medium
CBL	223.45333	3.23169	Medium
DAP3	223.49171	3.23215	Medium
ARHGAP31	223.53392	3.23262	Medium
QRICH1	223.53402	3.23309	Medium
DENND1A	223.58404	3.23355	Medium
DEF8	223.67964	3.23402	Medium
RAI1	223.68182	3.23449	Medium
UGT1A10	223.80924	3.23496	Medium
SLC8A3	223.95056	3.23543	Medium
PRAMEF7	223.95325	3.23589	Medium
TTLL9	223.995	3.23636	Medium
UST	224.05841	3.23683	Medium
KRTAP4-1	224.07397	3.23730	Medium
CDKL4	224.2135	3.23776	Medium
IGFL4	224.2709	3.23823	Medium
SENP5	224.33267	3.23870	Medium
SMPD4	224.4432	3.23917	Medium
FAM129B	224.45345	3.23964	Medium
C11orf88	224.45577	3.24011	Medium
KCNQ2	224.48708	3.24057	Medium
PAX1	224.51285	3.24104	Medium
MIER1	224.62581	3.24151	Medium
DNMT1	224.68683	3.24198	Medium
HGS	224.72604	3.24245	Medium
PARVB	224.97702	3.24292	Medium
SPDL1	225.03002	3.24338	Medium
EFCAB14	225.08115	3.24385	Medium
NUDT17	225.12642	3.24432	Medium
TAS2R43	225.18401	3.24479	Medium
TRIM36	225.33457	3.24526	Medium
POGZ	225.33539	3.24573	Medium
NACC2	225.34531	3.24620	Medium
CEACAM19	225.41131	3.24667	Medium
DTNB	225.44054	3.24713	Medium
TFDP3	225.71159	3.24760	Medium
USP3	225.98751	3.24807	Medium
YTHDF1	226.04974	3.24854	Medium
MRPL20	226.10236	3.24901	Medium
SOX7	226.17832	3.24948	Medium
LARP1B	226.20479	3.24995	Medium
PRDM5	226.2631	3.25042	Medium
KIF22	226.41241	3.25089	Medium
CLIC3	226.43026	3.25136	Medium
NGRN	226.47856	3.25183	Medium
PNOC	226.51596	3.25230	Medium
AL354718.1	226.57499	3.25277	Medium
CCDC70	226.62861	3.25324	Medium
ZNF616	226.63568	3.25371	Medium
SERINC2	226.68549	3.25418	Medium
DCAF17	226.74108	3.25465	Medium
SUMF2	226.86098	3.25511	Medium
HACL1	226.89898	3.25558	Medium
TBC1D16	227.00092	3.25605	Medium
CDHR4	227.14099	3.25652	Medium
POLR3A	227.15204	3.25699	Medium
PEX3	227.25778	3.25746	Medium
RP11-93B14.6	227.42171	3.25793	Medium
